ticker,company_name,price,chg_pct,net_score,bull,bear,verdict,bars,mode,Candle,Candle_label,Volume,Volume_label,SMA,SMA_label,Gaps,Gaps_label,Stoch,Stoch_label,CCI,CCI_label,RR,RR_label,fib_anchor,fib_swing_high,fib_swing_low,fib_direction,fib_entry,fib_entry_label,fib_stop,fib_stop_label,fib_t1,fib_t1_label,fib_t2,fib_t2_label,fib_t3,fib_t3_label,fib_rr_t1,fib_rr_t2,fib_rr_t3,fib_next_target,fib_next_label,fib_support_1,fib_resistance_1,fib_r_R 23p6,fib_r_R 38p2,fib_r_R 50p0,fib_r_R 61p8,fib_r_R 78p6,fib_e_E 100p0,fib_e_E 127p2,fib_e_E 138p2,fib_e_E 161p8,fib_e_E 200p0,fib_e_E 261p8
LIN,Linde plc,509.16,,0,3,3,Neutral,251,Daily,bear,Bearish bar,bear,Above trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,%K below %D (bearish cross),bull,Bullish zone,bull,Above SMA (acting as support),session (no premarket),522.89,487.34,neutral,505.11,R 50.0%,494.95,R 78.6%,514.5,R 23.6%,522.89,E 100.0%,532.56,E 127.2%,0.92,1.75,2.7,505.11,R 50.0%,505.11,509.31,514.5,509.31,505.11,500.92,494.95,522.89,532.56,536.47,544.86,558.44,580.41
PEP,"PepsiCo, Inc.",144.32,,0,3,3,Neutral,251,Daily,bull,Bullish bar,bull,Above trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bull,%K above %D (bullish cross) · Wide,bear,Bearish zone,bear,Break below prior support,session (no premarket),145.45,139.26,neutral,142.35,R 50.0%,140.58,R 78.6%,143.99,R 23.6%,145.45,E 100.0%,147.13,E 127.2%,0.93,1.75,2.7,142.35,R 50.0%,143.99,145.45,143.99,143.09,142.35,141.62,140.58,145.45,147.13,147.81,149.28,151.64,155.47
AVGO,Broadcom Inc.,372.1,,0,3,3,Neutral,251,Daily,bull,Stale red (3-bar reversal),bear,Above trend,bear,Wide divergence below SMA,neutral,No open gaps nearby,bull,Oversold,bull,Oversold (< -100),bear,Below SMA (acting as resistance),session (no premarket),495.0,370.33,neutral,432.66,R 50.0%,397.01,R 78.6%,465.58,R 23.6%,495.0,E 100.0%,528.91,E 127.2%,0.92,1.75,2.7,432.66,R 50.0%,,397.01,465.58,447.38,432.66,417.95,397.01,495.0,528.91,542.62,572.05,619.67,696.72
LRCX,Lam Research Corporation,321.8,,0,3,3,Neutral,251,Daily,bear,Bearish bar,bear,Above trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,%K below %D (bearish cross),bull,Bullish zone,bull,Above SMA (acting as support),session (no premarket),349.09,302.74,neutral,325.91,R 50.0%,312.66,R 78.6%,338.15,R 23.6%,349.09,E 100.0%,361.7,E 127.2%,0.92,1.75,2.7,325.91,R 50.0%,320.45,325.91,338.15,331.38,325.91,320.45,312.66,349.09,361.7,366.8,377.73,395.44,424.08
GILD,"Gilead Sciences, Inc.",121.48,,0,3,3,Neutral,251,Daily,bull,Stale red (3-bar reversal),bear,Above trend,bear,Wide divergence below SMA,neutral,No open gaps nearby,bull,Oversold,bull,Oversold (< -100),bear,Below SMA (acting as resistance),session (no premarket),133.99,121.39,neutral,127.69,R 50.0%,124.09,R 78.6%,131.02,R 23.6%,133.99,E 100.0%,137.42,E 127.2%,0.93,1.75,2.7,127.69,R 50.0%,,124.09,131.02,129.18,127.69,126.2,124.09,133.99,137.42,138.8,141.78,146.59,154.38
WMT,Walmart Inc.,120.59,,-1,2,3,Neutral,251,Daily,bull,Hammer,neutral,In line with trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bull,%K above %D (bullish cross) · Wide,bear,Bearish zone,bear,Break below prior support,session (no premarket),120.89,112.73,bearish,115.85,R 38.2%,117.77,R 61.8%,112.73,E 100.0%,110.51,E 127.2%,107.69,E 161.8%,1.62,2.78,4.25,112.73,E 100.0%,119.14,,114.66,115.85,116.81,117.77,119.14,112.73,110.51,109.61,107.69,104.57,99.53
MSTR,Strategy Inc,115.35,,-1,2,3,Neutral,251,Daily,bear,Shooting star,neutral,In line with trend,bear,Wide divergence below SMA,neutral,No open gaps nearby,bull,Oversold,bull,Oversold (< -100),bear,Below SMA (acting as resistance),session (no premarket),153.87,114.21,bearish,129.36,R 38.2%,138.72,R 61.8%,114.21,E 100.0%,103.42,E 127.2%,89.7,E 161.8%,1.62,2.77,4.24,114.21,E 100.0%,114.21,123.57,123.57,129.36,134.04,138.72,145.38,114.21,103.42,99.06,89.7,74.55,50.04
PLTR,Palantir Technologies Inc.,130.21,,-1,2,3,Neutral,251,Daily,bull,Bullish harami,neutral,In line with trend,bear,Wide divergence below SMA,neutral,No open gaps nearby,bull,Oversold,bear,Bearish zone,bear,Break below prior support,session (no premarket),163.7,127.35,bearish,141.24,R 38.2%,149.81,R 61.8%,127.35,E 100.0%,117.46,E 127.2%,104.89,E 161.8%,1.62,2.77,4.24,127.35,E 100.0%,127.35,135.93,135.93,141.24,145.52,149.81,155.92,127.35,117.46,113.46,104.89,91.0,68.54
CCEP,Coca-Cola Europacific Partners PLC,97.51,,-1,2,3,Neutral,251,Daily,bull,Inverted hammer,neutral,In line with trend,bull,Wide divergence above SMA,neutral,No open gaps nearby,bear,Overbought,bear,Overbought (> +100),bear,Rejection at prior resistance,session (no premarket),98.88,89.24,bearish,92.92,R 38.2%,95.2,R 61.8%,89.24,E 100.0%,86.62,E 127.2%,83.28,E 161.8%,1.61,2.76,4.23,89.24,E 100.0%,96.82,,91.52,92.92,94.06,95.2,96.82,89.24,86.62,85.56,83.28,79.6,73.64
DASH,"DoorDash, Inc.",151.0,,-1,2,3,Neutral,251,Daily,bear,Bearish bar,neutral,Significantly below trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bull,Oversold · Wide divergence,bull,Oversold (< -100),bear,Break below prior support,session (no premarket),166.52,150.86,bearish,156.84,R 38.2%,160.54,R 61.8%,150.86,E 100.0%,146.6,E 127.2%,141.18,E 161.8%,1.62,2.77,4.23,150.86,E 100.0%,150.86,154.56,154.56,156.84,158.69,160.54,163.17,150.86,146.6,144.88,141.18,135.2,125.52
ABNB,"Airbnb, Inc.",129.1,,-1,2,3,Neutral,251,Daily,bear,Bearish bar,neutral,In line with trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bull,Oversold · Wide divergence,bull,Oversold (< -100),bear,Below SMA (acting as resistance),session (no premarket),138.04,128.39,bearish,132.08,R 38.2%,134.35,R 61.8%,128.39,E 100.0%,125.77,E 127.2%,122.43,E 161.8%,1.63,2.78,4.25,128.39,E 100.0%,128.39,130.67,130.67,132.08,133.21,134.35,135.97,128.39,125.77,124.7,122.43,118.74,112.78
CRWD,"CrowdStrike Holdings, Inc.",647.74,,-1,2,3,Neutral,251,Daily,bull,Bullish bar,neutral,Significantly below trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bull,Oversold,bear,Bearish zone,bear,Below SMA (acting as resistance),session (no premarket),785.66,617.74,bearish,681.89,R 38.2%,721.51,R 61.8%,617.74,E 100.0%,572.07,E 127.2%,513.97,E 161.8%,1.62,2.77,4.24,617.74,E 100.0%,617.74,657.37,657.37,681.89,701.7,721.51,749.73,617.74,572.07,553.59,513.97,449.82,346.05
HON,Honeywell International Inc.,205.88,,-1,2,3,Neutral,251,Daily,bear,Bearish bar,neutral,In line with trend,bear,Wide divergence below SMA,neutral,No open gaps nearby,bull,Oversold,bull,Oversold (< -100),bear,Break below prior support,session (no premarket),239.01,205.52,bearish,218.31,R 38.2%,226.22,R 61.8%,205.52,E 100.0%,196.41,E 127.2%,184.82,E 161.8%,1.62,2.77,4.23,205.52,E 100.0%,205.52,213.42,213.42,218.31,222.26,226.22,231.84,205.52,196.41,192.73,184.82,172.03,151.33
PDD,PDD Holdings Inc.,81.82,,-1,2,3,Neutral,251,Daily,bull,Bullish harami,neutral,Significantly below trend,bear,Wide divergence below SMA,neutral,No open gaps nearby,bull,Oversold,bear,Bearish zone,bear,Below SMA (acting as resistance),session (no premarket),90.09,81.01,bearish,84.48,R 38.2%,86.62,R 61.8%,81.01,E 100.0%,78.54,E 127.2%,75.4,E 161.8%,1.62,2.78,4.24,81.01,E 100.0%,81.01,83.15,83.15,84.48,85.55,86.62,88.15,81.01,78.54,77.54,75.4,71.93,66.32
CSGP,"CoStar Group, Inc.",34.23,,-1,2,3,Neutral,251,Daily,bear,Stale green (3-bar exhaustion),neutral,Significantly below trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),session (no premarket),34.82,31.7,bearish,32.89,R 38.2%,33.63,R 61.8%,31.7,E 100.0%,30.85,E 127.2%,29.77,E 161.8%,1.61,2.76,4.22,31.7,E 100.0%,34.15,,32.44,32.89,33.26,33.63,34.15,31.7,30.85,30.51,29.77,28.58,26.65
PYPL,"PayPal Holdings, Inc.",40.7,,-1,2,3,Neutral,251,Daily,bear,Bearish bar,neutral,In line with trend,bear,Wide divergence below SMA,neutral,No open gaps nearby,bull,Oversold,bull,Oversold (< -100),bear,Below SMA (acting as resistance),session (no premarket),45.83,40.51,bearish,42.54,R 38.2%,43.8,R 61.8%,40.51,E 100.0%,39.06,E 127.2%,37.22,E 161.8%,1.61,2.76,4.22,40.51,E 100.0%,40.51,41.77,41.77,42.54,43.17,43.8,44.69,40.51,39.06,38.48,37.22,35.19,31.9
KHC,The Kraft Heinz Company,24.05,,-1,2,3,Neutral,251,Daily,bear,Stale green (3-bar exhaustion),neutral,In line with trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,Overbought · Wide divergence,bear,Overbought (> +100),bull,Breakout above prior resistance,session (no premarket),24.15,21.96,bearish,22.8,R 38.2%,23.31,R 61.8%,21.96,E 100.0%,21.37,E 127.2%,20.61,E 161.8%,1.65,2.8,4.29,21.96,E 100.0%,23.68,,22.48,22.8,23.06,23.31,23.68,21.96,21.37,21.13,20.61,19.77,18.42
NXPI,NXP Semiconductors N.V.,285.56,,-1,2,3,Neutral,251,Daily,bull,Stale red (3-bar reversal),neutral,In line with trend,bear,Wide divergence below SMA,neutral,No open gaps nearby,bull,Oversold,bear,Bearish zone,bear,Below SMA (acting as resistance),session (no premarket),328.21,279.36,bearish,298.02,R 38.2%,309.55,R 61.8%,279.36,E 100.0%,266.07,E 127.2%,249.17,E 161.8%,1.62,2.77,4.24,279.36,E 100.0%,279.36,290.89,290.89,298.02,303.78,309.55,317.76,279.36,266.07,260.7,249.17,230.51,200.32
TSLA,"Tesla, Inc.",381.59,,-1,2,3,Neutral,251,Daily,bear,Bearish bar,neutral,In line with trend,bear,Wide divergence below SMA,neutral,No open gaps nearby,bull,Oversold · Wide divergence,bull,Oversold (< -100),bear,Below SMA (acting as resistance),session (no premarket),433.6,380.15,bearish,400.57,R 38.2%,413.18,R 61.8%,380.15,E 100.0%,365.61,E 127.2%,347.12,E 161.8%,1.62,2.77,4.24,380.15,E 100.0%,380.15,392.76,392.76,400.57,406.88,413.18,422.16,380.15,365.61,359.73,347.12,326.7,293.67
EA,Electronic Arts Inc.,203.2,,-1,2,3,Neutral,251,Daily,bull,Inverted hammer,neutral,In line with trend,bull,Near 20-period SMA (above),neutral,No open gaps nearby,bear,Overbought,bear,Overbought (> +100),bear,Rejection at prior resistance,session (no premarket),203.9,201.54,bearish,202.44,R 38.2%,203.0,R 61.8%,201.54,E 100.0%,200.9,E 127.2%,200.08,E 161.8%,1.61,2.75,4.21,201.54,E 100.0%,203.0,203.39,202.1,202.44,202.72,203.0,203.39,201.54,200.9,200.64,200.08,199.18,197.72
TXN,Texas Instruments Incorporated,282.01,,-1,2,3,Neutral,251,Daily,bear,Shooting star,neutral,In line with trend,bear,Wide divergence below SMA,neutral,No open gaps nearby,bull,Oversold,bull,Oversold (< -100),bear,Below SMA (acting as resistance),session (no premarket),312.76,273.88,bearish,288.73,R 38.2%,297.91,R 61.8%,273.88,E 100.0%,263.3,E 127.2%,249.85,E 161.8%,1.62,2.77,4.24,273.88,E 100.0%,273.88,283.06,283.06,288.73,293.32,297.91,304.44,273.88,263.3,259.03,249.85,235.0,210.97
SBUX,Starbucks Corporation,98.76,,-1,2,3,Neutral,251,Daily,bull,Bullish bar,neutral,In line with trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bull,%K above %D (bullish cross) · Wide,bear,Bearish zone,bear,Below SMA (acting as resistance),session (no premarket),99.56,93.64,bearish,95.9,R 38.2%,97.3,R 61.8%,93.64,E 100.0%,92.03,E 127.2%,89.98,E 161.8%,1.61,2.76,4.23,93.64,E 100.0%,98.29,,95.04,95.9,96.6,97.3,98.29,93.64,92.03,91.38,89.98,87.72,84.06
AMAT,"Applied Materials, Inc.",497.01,,-2,2,4,Moderately bearish,251,Daily,bear,Shooting star,bear,Above trend,bull,Wide divergence above SMA,neutral,No open gaps nearby,bear,%K below %D (bearish cross),bear,Overbought (> +100),bull,Above SMA (acting as support),session (no premarket),534.44,438.22,bearish,474.98,R 38.2%,497.68,R 61.8%,438.22,E 100.0%,412.05,E 127.2%,378.76,E 161.8%,1.62,2.77,4.24,438.22,E 100.0%,486.33,497.68,460.93,474.98,486.33,497.68,513.85,438.22,412.05,401.46,378.76,342.0,282.54
INSM,Insmed Incorporated,91.88,,-2,2,4,Moderately bearish,251,Daily,bear,Bearish bar,bear,Above trend,bear,Wide divergence below SMA,neutral,No open gaps nearby,bull,Oversold,bull,Oversold (< -100),bear,Below SMA (acting as resistance),session (no premarket),106.79,90.39,bearish,96.65,R 38.2%,100.53,R 61.8%,90.39,E 100.0%,85.93,E 127.2%,80.25,E 161.8%,1.61,2.76,4.23,90.39,E 100.0%,90.39,94.26,94.26,96.65,98.59,100.53,103.28,90.39,85.93,84.13,80.25,73.99,63.85
KDP,Keurig Dr Pepper Inc.,31.7,,-2,2,4,Moderately bearish,251,Daily,bear,Bearish bar,bear,Above trend,bull,Wide divergence above SMA,neutral,No open gaps nearby,bear,Overbought,bear,Overbought (> +100),bull,Above SMA (acting as support),session (no premarket),32.28,29.67,bearish,30.67,R 38.2%,31.28,R 61.8%,29.67,E 100.0%,28.96,E 127.2%,28.06,E 161.8%,1.64,2.8,4.28,29.67,E 100.0%,31.28,31.72,30.28,30.67,30.97,31.28,31.72,29.67,28.96,28.67,28.06,27.06,25.46
XEL,Xcel Energy Inc.,78.1,,-2,2,4,Moderately bearish,251,Daily,bear,Bearish bar,bear,Above trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bull,%K above %D (bullish cross),bear,Bearish zone,bull,Bounce off prior support,session (no premarket),79.88,76.16,bearish,77.58,R 38.2%,78.46,R 61.8%,76.16,E 100.0%,75.15,E 127.2%,73.86,E 161.8%,1.61,2.76,4.23,76.16,E 100.0%,78.02,78.46,77.04,77.58,78.02,78.46,79.08,76.16,75.15,74.74,73.86,72.44,70.14
ASML,ASML Holding N.V.,1734.19,,-2,2,4,Moderately bearish,251,Daily,bear,Shooting star,bear,Significantly above trend,bull,Wide divergence above SMA,neutral,No open gaps nearby,bear,%K below %D (bearish cross),bear,Overbought (> +100),bull,Above SMA (acting as support),session (no premarket),1831.11,1585.61,bearish,1679.39,R 38.2%,1737.33,R 61.8%,1585.61,E 100.0%,1518.83,E 127.2%,1433.89,E 161.8%,1.62,2.77,4.24,1585.61,E 100.0%,1708.36,1737.33,1643.55,1679.39,1708.36,1737.33,1778.57,1585.61,1518.83,1491.83,1433.89,1340.11,1188.39
REGN,"Regeneron Pharmaceuticals, Inc.",601.65,,-2,2,4,Moderately bearish,251,Daily,bull,Stale red (3-bar reversal),neutral,Significantly below trend,bear,Wide divergence below SMA,bear,1 open gap(s) above (resistance),bull,Oversold,bear,Bearish zone,bear,Below SMA (acting as resistance),session (no premarket),640.82,591.52,bearish,610.35,R 38.2%,621.99,R 61.8%,591.52,E 100.0%,578.11,E 127.2%,561.05,E 161.8%,1.62,2.77,4.24,591.52,E 100.0%,591.52,603.15,603.15,610.35,616.17,621.99,630.27,591.52,578.11,572.69,561.05,542.22,511.75
KLAC,KLA Corporation,2135.64,,-2,2,4,Moderately bearish,251,Daily,bear,Shooting star,bear,Significantly above trend,bull,Wide divergence above SMA,neutral,No open gaps nearby,bear,%K below %D (bearish cross),bear,Overbought (> +100),bull,Above SMA (acting as support),session (no premarket),2304.41,1886.0,bearish,2045.83,R 38.2%,2144.57,R 61.8%,1886.0,E 100.0%,1772.19,E 127.2%,1627.43,E 161.8%,1.62,2.77,4.24,1886.0,E 100.0%,2095.2,2144.57,1984.74,2045.83,2095.2,2144.57,2214.87,1886.0,1772.19,1726.17,1627.43,1467.59,1209.02
CSCO,"Cisco Systems, Inc.",118.8,,-3,1,4,Moderately bearish,251,Daily,bear,Bearish bar,neutral,Significantly below trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bear,%K below %D (bearish cross),bull,Bullish zone,bear,Below SMA (acting as resistance),session (no premarket),130.37,117.1,bearish,122.17,R 38.2%,125.3,R 61.8%,117.1,E 100.0%,113.49,E 127.2%,108.9,E 161.8%,1.62,2.77,4.24,117.1,E 100.0%,117.1,120.23,120.23,122.17,123.73,125.3,127.53,117.1,113.49,112.03,108.9,103.83,95.63
MPWR,"Monolithic Power Systems, Inc.",1473.04,,-3,1,4,Moderately bearish,251,Daily,bull,Stale red (3-bar reversal),neutral,In line with trend,bear,Wide divergence below SMA,neutral,No open gaps nearby,bear,%K below %D (bearish cross) · Wide,bear,Bearish zone,bear,Below SMA (acting as resistance),session (no premarket),1697.35,1405.0,bearish,1516.68,R 38.2%,1585.67,R 61.8%,1405.0,E 100.0%,1325.48,E 127.2%,1224.33,E 161.8%,1.62,2.77,4.24,1405.0,E 100.0%,1405.0,1473.99,1473.99,1516.68,1551.17,1585.67,1634.79,1405.0,1325.48,1293.32,1224.33,1112.65,931.98
STX,Seagate Technology Holdings plc,815.99,,-3,1,4,Moderately bearish,251,Daily,bull,Stale red (3-bar reversal),neutral,In line with trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bear,%K below %D (bearish cross) · Wide,bear,Bearish zone · Zero-line cross ↓,bear,Below SMA (acting as resistance),session (no premarket),966.8,801.89,bearish,864.89,R 38.2%,903.8,R 61.8%,801.89,E 100.0%,757.03,E 127.2%,699.98,E 161.8%,1.62,2.77,4.24,801.89,E 100.0%,801.89,840.81,840.81,864.89,884.35,903.8,931.51,801.89,757.03,738.89,699.98,636.98,535.07
WDC,Western Digital Corporation,490.09,,-3,1,4,Moderately bearish,251,Daily,bull,Stale red (3-bar reversal),neutral,In line with trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bear,%K below %D (bearish cross) · Wide,bear,Bearish zone · Zero-line cross ↓,bear,Below SMA (acting as resistance),session (no premarket),602.38,480.87,bearish,527.29,R 38.2%,555.96,R 61.8%,480.87,E 100.0%,447.82,E 127.2%,405.77,E 161.8%,1.62,2.77,4.24,480.87,E 100.0%,480.87,509.55,509.55,527.29,541.63,555.96,576.38,480.87,447.82,434.45,405.77,359.36,284.26
APP,AppLovin Corporation,492.98,,-3,1,4,Moderately bearish,251,Daily,bear,Bearish bar,neutral,In line with trend,bear,Wide divergence below SMA,neutral,No open gaps nearby,bull,Oversold · Wide divergence,bear,Bearish zone,bear,Below SMA (acting as resistance),session (no premarket),622.0,492.63,bearish,542.05,R 38.2%,572.58,R 61.8%,492.63,E 100.0%,457.44,E 127.2%,412.68,E 161.8%,1.62,2.77,4.24,492.63,E 100.0%,492.63,523.16,523.16,542.05,557.32,572.58,594.31,492.63,457.44,443.21,412.68,363.26,283.31
ARM,Arm Holdings plc American Depositary Shares,307.43,,-3,1,4,Moderately bearish,251,Daily,bear,Shooting star,neutral,Significantly below trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bear,%K below %D (bearish cross) · Wide,bull,Bullish zone,bear,Below SMA (acting as resistance),session (no premarket),427.99,298.38,bearish,347.89,R 38.2%,378.48,R 61.8%,298.38,E 100.0%,263.13,E 127.2%,218.28,E 161.8%,1.62,2.77,4.24,298.38,E 100.0%,298.38,328.97,328.97,347.89,363.18,378.48,400.25,298.38,263.13,248.87,218.28,168.77,88.67
BKR,Baker Hughes Company,63.02,,-3,1,4,Moderately bearish,251,Daily,bear,Shooting star,neutral,In line with trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bull,Oversold,bear,Bearish zone,bear,Below SMA (acting as resistance),session (no premarket),66.24,62.34,bearish,63.83,R 38.2%,64.75,R 61.8%,62.34,E 100.0%,61.28,E 127.2%,59.93,E 161.8%,1.62,2.77,4.24,62.34,E 100.0%,62.34,63.26,63.26,63.83,64.29,64.75,65.41,62.34,61.28,60.85,59.93,58.44,56.03
WBD,"Warner Bros. Discovery, Inc.",26.23,,-3,1,4,Moderately bearish,251,Daily,bear,Bearish engulfing,neutral,Significantly below trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bear,%K below %D (bearish cross),bull,Oversold (< -100),bear,Break below prior support,session (no premarket),27.36,25.91,bearish,26.46,R 38.2%,26.81,R 61.8%,25.91,E 100.0%,25.52,E 127.2%,25.01,E 161.8%,1.57,2.69,4.14,25.91,E 100.0%,25.91,26.25,26.25,26.46,26.64,26.81,27.05,25.91,25.52,25.36,25.01,24.46,23.56
DDOG,"Datadog, Inc.",227.63,,-3,1,4,Moderately bearish,251,Daily,bull,Bullish bar,neutral,Significantly below trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bear,%K below %D (bearish cross),bear,Bearish zone · Zero-line cross ↓,bear,Below SMA (acting as resistance),session (no premarket),278.7,219.08,bearish,241.86,R 38.2%,255.93,R 61.8%,219.08,E 100.0%,202.86,E 127.2%,182.23,E 161.8%,1.62,2.77,4.24,219.08,E 100.0%,219.08,233.15,233.15,241.86,248.89,255.93,265.95,219.08,202.86,196.3,182.23,159.46,122.61
CPRT,"Copart, Inc.",31.36,,-3,1,4,Moderately bearish,251,Daily,bear,Stale green (3-bar exhaustion),neutral,In line with trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bull,%K above %D (bullish cross),bear,Bearish zone,bear,Below SMA (acting as resistance),session (no premarket),32.95,29.97,bearish,31.11,R 38.2%,31.81,R 61.8%,29.97,E 100.0%,29.16,E 127.2%,28.13,E 161.8%,1.63,2.79,4.26,29.97,E 100.0%,31.11,31.46,30.67,31.11,31.46,31.81,32.31,29.97,29.16,28.83,28.13,26.99,25.15
AMD,"Advanced Micro Devices, Inc.",452.4,,-3,1,4,Moderately bearish,251,Daily,bear,Bearish bar,neutral,In line with trend,bear,Wide divergence below SMA,neutral,No open gaps nearby,bull,Oversold · Wide divergence,bear,Bearish zone,bear,Below SMA (acting as resistance),session (no premarket),546.44,437.23,bearish,478.95,R 38.2%,504.72,R 61.8%,437.23,E 100.0%,407.52,E 127.2%,369.74,E 161.8%,1.62,2.77,4.24,437.23,E 100.0%,437.23,463.0,463.0,478.95,491.84,504.72,523.07,437.23,407.52,395.51,369.74,328.02,260.53
MELI,"MercadoLibre, Inc.",1588.29,,-3,1,4,Moderately bearish,251,Daily,bear,Bearish bar,neutral,Significantly below trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bull,Oversold · Wide divergence,bear,Bearish zone · Zero-line cross ↓,bear,Below SMA (acting as resistance),session (no premarket),1733.78,1579.24,bearish,1638.28,R 38.2%,1674.75,R 61.8%,1579.24,E 100.0%,1537.21,E 127.2%,1483.74,E 161.8%,1.62,2.77,4.24,1579.24,E 100.0%,1579.24,1615.72,1615.72,1638.28,1656.51,1674.75,1700.71,1579.24,1537.21,1520.21,1483.74,1424.71,1329.21
TMUS,"T-Mobile US, Inc.",185.55,,-3,1,4,Moderately bearish,251,Daily,bear,Stale green (3-bar exhaustion),neutral,In line with trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bull,%K above %D (bullish cross) · Wide,bear,Bearish zone,bear,Below SMA (acting as resistance),session (no premarket),189.07,174.02,bearish,179.77,R 38.2%,183.32,R 61.8%,174.02,E 100.0%,169.93,E 127.2%,164.72,E 161.8%,1.62,2.77,4.24,174.02,E 100.0%,183.32,185.85,177.57,179.77,181.55,183.32,185.85,174.02,169.93,168.27,164.72,158.97,149.67
CHTR,"Charter Communications, Inc.",137.79,,-3,1,4,Moderately bearish,251,Daily,bear,Stale green (3-bar exhaustion),neutral,In line with trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bull,%K above %D (bullish cross),bear,Bearish zone,bear,Below SMA (acting as resistance),session (no premarket),146.17,126.7,bearish,134.14,R 38.2%,138.73,R 61.8%,126.7,E 100.0%,121.4,E 127.2%,114.67,E 161.8%,1.62,2.78,4.24,126.7,E 100.0%,136.43,138.73,131.29,134.14,136.43,138.73,142.0,126.7,121.4,119.26,114.67,107.23,95.2
ADI,"Analog Devices, Inc.",392.67,,-3,1,4,Moderately bearish,251,Daily,bull,Stale red (3-bar reversal),neutral,In line with trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bear,%K below %D (bearish cross),bear,Bearish zone,bear,Below SMA (acting as resistance),session (no premarket),439.7,383.32,bearish,404.86,R 38.2%,418.16,R 61.8%,383.32,E 100.0%,367.98,E 127.2%,348.48,E 161.8%,1.62,2.77,4.24,383.32,E 100.0%,383.32,396.63,396.63,404.86,411.51,418.16,427.63,383.32,367.98,361.78,348.48,326.94,292.1
VRTX,Vertex Pharmaceuticals Incorporated,435.71,,-3,1,4,Moderately bearish,251,Daily,bull,Stale red (3-bar reversal),neutral,In line with trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bear,%K below %D (bearish cross) · Wide,bear,Bearish zone · Zero-line cross ↓,bear,Below SMA (acting as resistance),session (no premarket),453.16,420.01,bearish,432.67,R 38.2%,440.5,R 61.8%,420.01,E 100.0%,410.99,E 127.2%,399.52,E 161.8%,1.62,2.77,4.23,420.01,E 100.0%,432.67,436.59,427.83,432.67,436.59,440.5,446.07,420.01,410.99,407.35,399.52,386.86,366.37
CTSH,Cognizant Technology Solutions Corporation,51.81,,-3,1,4,Moderately bearish,251,Daily,bear,Bearish bar,neutral,In line with trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bear,%K below %D (bearish cross) · Wide,bull,Bullish zone,bear,Below SMA (acting as resistance),session (no premarket),57.65,51.58,bearish,53.9,R 38.2%,55.33,R 61.8%,51.58,E 100.0%,49.93,E 127.2%,47.83,E 161.8%,1.62,2.78,4.24,51.58,E 100.0%,51.58,53.01,53.01,53.9,54.62,55.33,56.35,51.58,49.93,49.26,47.83,45.51,41.76
CMCSA,Comcast Corporation,23.97,,-3,1,4,Moderately bearish,251,Daily,bear,Bearish bar,neutral,Significantly below trend,bear,Near 20-period SMA (below),neutral,No open gaps nearby,bull,%K above %D (bullish cross),bear,Bearish zone,bear,Below SMA (acting as resistance),session (no premarket),25.13,23.13,bearish,23.89,R 38.2%,24.37,R 61.8%,23.13,E 100.0%,22.59,E 127.2%,21.89,E 161.8%,1.58,2.71,4.17,23.13,E 100.0%,23.89,24.13,23.6,23.89,24.13,24.37,24.7,23.13,22.59,22.37,21.89,21.13,19.89
INTU,Intuit Inc.,284.22,,-3,1,4,Moderately bearish,251,Daily,bear,Shooting star,neutral,In line with trend,bear,Wide divergence below SMA,neutral,No open gaps nearby,bull,Oversold,bear,Bearish zone,bear,Below SMA (acting as resistance),session (no premarket),363.18,281.93,bearish,312.97,R 38.2%,332.14,R 61.8%,281.93,E 100.0%,259.83,E 127.2%,231.72,E 161.8%,1.62,2.77,4.24,281.93,E 100.0%,281.93,301.1,301.1,312.97,322.55,332.14,345.79,281.93,259.83,250.89,231.72,200.68,150.47
